Series,Ball,CoverSName,CoverSFinish,Weight,RG,DIFF,MBDIFF,Finish_Number,Length,Backend,Hook,eVL,sVA,HookPotential
Jackal Onyx,Predator™ V2 Asymmetric,Leverage HXC Solid,1000 LSS,12,2.64,.030,.010,1000,53,70,87,55.10010525140558,35.70774952578545,50.070881721764934
Jackal Onyx,Predator™ V2 Asymmetric,Leverage HXC Solid,1000 LSS,13,2.57,.040,.011,1000,53,70,87,41.3981520248343,52.91847468218129,63.69854181356471
Jackal Onyx,Predator™ V2 Asymmetric,Leverage HXC Solid,1000 LSS,14,2.51,.049,.014,1000,53,70,87,28.747300834084978,68.72722060977273,69.03262777823485
Jackal Onyx,Predator™ V2 Asymmetric,Leverage HXC Solid,1000 LSS,15,2.47,.054,.015,1000,53,70,87,20.806524743903182,78.4223826648668,74.18135870244997
Jackal Onyx,Predator™ V2 Asymmetric,Leverage HXC Solid,1000 LSS,16,2.48,.047,.013,1000,53,70,87,24.005564190820355,72.76720286707243,69.7203731294031
Raptor Reign,Affliction™ V2 Symmetric,Leverage MXV Solid,2000 LSS,12,2.64,.029,,2000,60,74,83,62.643060109426855,31.895335281647647,47.942607329780905
Raptor Reign,Affliction™ V2 Symmetric,Leverage MXV Solid,2000 LSS,13,2.57,.040,,2000,60,74,83,49.25879299001538,49.13925152386615,61.69778337647053
Raptor Reign,Affliction™ V2 Symmetric,Leverage MXV Solid,2000 LSS,14,2.50,.053,,2000,60,74,83,35.69908727411275,67.2603607485407,68.16234565028385
Raptor Reign,Affliction™ V2 Symmetric,Leverage MXV Solid,2000 LSS,15,2.48,.055,,2000,60,74,83,31.97526158084732,71.68594082777105,70.05290915287334
Raptor Reign,Affliction™ V2 Symmetric,Leverage MXV Solid,2000 LSS,16,2.48,.053,,2000,60,74,83,32.15070017733855,70.8087478453149,69.26673205845634
Jackal Ghost,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,12,2.64,.030,.010,3000,65,75,76,61.343930304465204,36.95651453639738,51.57709469494893
Jackal Ghost,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,13,2.57,.040,.011,3000,65,75,76,47.641977077893934,54.16723969279322,65.15696496764618
Jackal Ghost,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,14,2.51,.049,.014,3000,65,75,76,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Ghost,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,15,2.47,.054,.015,3000,65,75,76,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Ghost,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,16,2.48,.047,.013,3000,65,75,76,30.24938924387998,74.01596787768436,70.61934052930832
Apex Jackal,Apex Predator™,Propulsion MXV Pearl,5000 LSS,12,2.64,.033,.014,5000,73,90,78,64.31339476065537,40.86477442621294,53.151657949809334
Apex Jackal,Apex Predator™,Propulsion MXV Pearl,5000 LSS,13,2.64,.035,.017,5000,73,90,78,62.92173994794792,42.958183624885294,54.4862691447305
Apex Jackal,Apex Predator™,Propulsion MXV Pearl,5000 LSS,14,2.55,.052,.020,5000,73,90,78,44.24655372607236,67.59828212746262,69.86288452788008
Apex Jackal,Apex Predator™,Propulsion MXV Pearl,5000 LSS,15,2.52,.055,.020,5000,73,90,78,38.66081518617426,74.23665224630808,73.41538055759642
Apex Jackal,Apex Predator™,Propulsion MXV Pearl,5000 LSS,16,2.53,.048,.017,5000,73,90,78,42.26526003849682,68.17606704310833,68.15630650015184
Subzero Forge,Detonator™ Symmetrical,Leverage MXC Solid,2000 LSS,12,2.62,.032,,2000,56,70,76,58.83151511791582,36.75951185210606,50.3977232889907
Subzero Forge,Detonator™ Symmetrical,Leverage MXC Solid,2000 LSS,13,2.55,.045,,2000,56,70,76,45.27180940201311,54.8806210767807,61.13398977951545
Subzero Forge,Detonator™ Symmetrical,Leverage MXC Solid,2000 LSS,14,2.49,.054,,2000,56,70,76,33.83717442748007,69.47315078815583,69.03052790684976
Subzero Forge,Detonator™ Symmetrical,Leverage MXC Solid,2000 LSS,15,2.47,.055,,2000,56,70,76,30.201068032460267,73.4601343761581,70.84072259160541
Subzero Forge,Detonator™ Symmetrical,Leverage MXC Solid,2000 LSS,16,2.47,.054,,2000,56,70,76,30.28878733070588,73.02153788493004,70.44561812677408
Evoke Mayhem,Overload™ Asymmetrical,Propulsion MXV Solid,2000 LSS,12,2.64,.025,.008,2000,65,78,77,59.75069405916607,33.38419255997861,48.362784604441885
Evoke Mayhem,Overload™ Asymmetrical,Propulsion MXV Solid,2000 LSS,13,2.57,.035,.012,2000,65,78,77,44.83252461637858,51.811133932590664,59.17756595819135
Evoke Mayhem,Overload™ Asymmetrical,Propulsion MXV Solid,2000 LSS,14,2.51,.045,.015,2000,65,78,77,32.09395412738364,68.05847635141016,68.51087867241914
Evoke Mayhem,Overload™ Asymmetrical,Propulsion MXV Solid,2000 LSS,15,2.48,.050,.015,2000,65,78,77,26.33277699099431,75.57403945271177,72.60806206839158
Evoke Mayhem,Overload™ Asymmetrical,Propulsion MXV Solid,2000 LSS,16,2.48,.045,.015,2000,65,78,77,26.77137348222238,73.38105699657142,70.46654428053814
Evoke Hysteria,Overload™ Asymmetrical,Propulsion MXV Pearl,4000 LSS,12,2.64,.025,.008,4000,70,84,72,65.1248418564976,34.45902211944492,48.42234982536906
Evoke Hysteria,Overload™ Asymmetrical,Propulsion MXV Pearl,4000 LSS,13,2.57,.035,.012,4000,70,84,72,50.206672413710095,52.88596349205696,59.23973958113353
Evoke Hysteria,Overload™ Asymmetrical,Propulsion MXV Pearl,4000 LSS,14,2.51,.045,.015,4000,70,84,72,37.46810192471516,69.13330591087647,68.44712897323565
Evoke Hysteria,Overload™ Asymmetrical,Propulsion MXV Pearl,4000 LSS,15,2.48,.050,.015,4000,70,84,72,31.70692478832583,76.64886901217808,72.45894932888456
Evoke Hysteria,Overload™ Asymmetrical,Propulsion MXV Pearl,4000 LSS,16,2.48,.045,.015,4000,70,84,72,32.1455212795539,74.45588655603773,70.20357627671929
Steel Forge,Detonator™ Symmetrical,Propulsion MXV Pearl,5000 LSS,12,2.62,.032,,5000,74,88,76,66.52840263780247,38.298889356083386,49.737703628476595
Steel Forge,Detonator™ Symmetrical,Propulsion MXV Pearl,5000 LSS,13,2.55,.045,,5000,74,88,76,52.968696921899756,56.41999858075802,60.67414600860247
Steel Forge,Detonator™ Symmetrical,Propulsion MXV Pearl,5000 LSS,14,2.49,.054,,5000,74,88,76,41.534061947366716,71.01252829213317,68.53235909529887
Steel Forge,Detonator™ Symmetrical,Propulsion MXV Pearl,5000 LSS,15,2.47,.055,,5000,74,88,76,37.897955552346914,74.99951188013543,70.25452746090379
Steel Forge,Detonator™ Symmetrical,Propulsion MXV Pearl,5000 LSS,16,2.47,.054,,5000,74,88,76,37.985674850592524,74.56091538890736,69.82799167315609
Primal Ghost,Impulse™ V2 Symmetric,Coercion HFS,3000 LSS,12,2.67,.040,,3000,63,70,67,69.84337202122437,31.965844749462775,54.65708573430521
Primal Ghost,Impulse™ V2 Symmetric,Coercion HFS,3000 LSS,13,2.60,.055,,3000,63,70,67,56.10822770883052,50.96414695659347,63.11106332641579
Primal Ghost,Impulse™ V2 Symmetric,Coercion HFS,3000 LSS,14,2.56,.054,,3000,63,70,67,49.09917281352774,57.6223246589138,65.34886525886769
Primal Ghost,Impulse™ V2 Symmetric,Coercion HFS,3000 LSS,15,2.55,.050,,3000,63,70,67,47.67585645812306,57.642132242388655,64.18756901364006
Primal Ghost,Impulse™ V2 Symmetric,Coercion HFS,3000 LSS,16,2.54,.049,,3000,63,70,67,45.989382207981606,58.97772929954764,64.4609480283007
Nebula,Hadron™ Symmetrical,Dark Matter Propulsion Pearl,5500 LSP,12,2.65,.020,,9000,74,90,62,80.9422750424448,29.320882852292034,37.389522423273604
Nebula,Hadron™ Symmetrical,Dark Matter Propulsion Pearl,5500 LSP,13,2.65,.020,,9000,74,90,62,80.9422750424448,29.320882852292034,37.389522423273604
Nebula,Hadron™ Symmetrical,Dark Matter Propulsion Pearl,5500 LSP,14,2.51,.049,,9000,74,90,62,53.55970571590263,66.87889077532544,61.90271435492737
Nebula,Hadron™ Symmetrical,Dark Matter Propulsion Pearl,5500 LSP,15,2.50,.045,,9000,74,90,62,52.13638936049803,66.89869835880022,60.282105879543074
Nebula,Hadron™ Symmetrical,Dark Matter Propulsion Pearl,5500 LSP,16,2.50,.038,,9000,74,90,62,52.75042444821733,63.828522920203724,58.15453500245586
Lethal Venom,Gear™ APG Asymmetrical,Leverage MXC Solid,3000 LSS,12,2.63,.020,.007,3000,51,62,60,61.663145954750426,33.1285269562876,46.363454145765665
Lethal Venom,Gear™ APG Asymmetrical,Leverage MXC Solid,3000 LSS,13,2.56,.028,.009,3000,51,62,60,47.73122591926506,49.86746453563262,55.811223842154575
Lethal Venom,Gear™ APG Asymmetrical,Leverage MXC Solid,3000 LSS,14,2.50,.033,.012,3000,51,62,60,35.43125192149817,63.921824498311764,63.81206046386698
Lethal Venom,Gear™ APG Asymmetrical,Leverage MXC Solid,3000 LSS,15,2.47,.036,.013,3000,51,62,60,29.44010797619468,70.96560002256265,67.80672150370218
Lethal Venom,Gear™ APG Asymmetrical,Leverage MXC Solid,3000 LSS,16,2.48,.032,.011,3000,51,62,60,32.375989528375,66.6262096984525,64.72775454716339
Supra Sport,Quadfire™ Symmetrical,Leverage MFS Solid,4000 LSS,12,2.58,.050,,4000,54,68,60,55.52994135327789,52.82585244722601,61.80154897364372
Supra Sport,Quadfire™ Symmetrical,Leverage MFS Solid,4000 LSS,13,2.58,.047,,4000,54,68,60,55.793099248014734,51.51006297354181,60.25384844511949
Supra Sport,Quadfire™ Symmetrical,Leverage MFS Solid,4000 LSS,14,2.56,.043,,4000,54,68,60,52.595589344222994,53.30406410540372,59.22491367432378
Supra Sport,Quadfire™ Symmetrical,Leverage MFS Solid,4000 LSS,15,2.55,.043,,4000,54,68,60,50.821395795835855,55.07825765379086,59.94738653798402
Supra Sport,Quadfire™ Symmetrical,Leverage MFS Solid,4000 LSS,16,2.54,.040,,4000,54,68,60,49.31036014218564,55.536661728493705,63.955006895432255
Black Venom,Gear™ APG Asymmetric,Leverage MFS Solid,4000 LSS,12,2.63,.020,.007,4000,56,70,58,64.19465020474392,33.6348278062863,45.9997633305967
Black Venom,Gear™ APG Asymmetric,Leverage MFS Solid,4000 LSS,13,2.56,.028,.009,4000,56,70,58,50.26273016925856,50.373765385631316,55.4386973048768
Black Venom,Gear™ APG Asymmetric,Leverage MFS Solid,4000 LSS,14,2.50,.033,.012,4000,56,70,58,37.96275617149168,64.42812534831046,63.360670136436845
Black Venom,Gear™ APG Asymmetric,Leverage MFS Solid,4000 LSS,15,2.47,.036,.013,4000,56,70,58,31.971612226188178,71.47190087256135,67.3174183172982
Black Venom,Gear™ APG Asymmetric,Leverage MFS Solid,4000 LSS,16,2.48,.032,.011,4000,56,70,58,34.9074937783685,67.1325105484512,64.21929551245623
Venom Shock,Gear™ Symmetric,Turmoil MFS Solid,4000 LSS,12,2.65,.016,,4000,60,77,55,70.9317523323384,25.49421690676198,42.057837028048354
Venom Shock,Gear™ Symmetric,Turmoil MFS Solid,4000 LSS,13,2.58,.023,,4000,60,77,55,57.89836240590947,40.983747184068115,49.130254615483544
Venom Shock,Gear™ Symmetric,Turmoil MFS Solid,4000 LSS,14,2.52,.029,,4000,60,77,55,46.72688532611319,54.26048742175913,56.1831149677488
Venom Shock,Gear™ Symmetric,Turmoil MFS Solid,4000 LSS,15,2.48,.034,,4000,60,77,55,39.19151464133673,63.55024407144787,62.03745649518663
Venom Shock,Gear™ Symmetric,Turmoil MFS Solid,4000 LSS,16,2.48,.031,,4000,60,77,55,39.45467253607357,62.23445459776366,60.731093831537756
Supra Clutch,Quadfire™,Propulsion XRT Hybrid,5500 LSP,12,2.58,.050,,9000,80,90,54,65.89134125636674,54.89813242784379,56.95751759277588
Supra Clutch,Quadfire™,Propulsion XRT Hybrid,5500 LSP,13,2.58,.047,,9000,80,90,54,66.15449915110358,53.58234295415957,55.24095352761168
Supra Clutch,Quadfire™,Propulsion XRT Hybrid,5500 LSP,14,2.56,.043,,9000,80,90,54,62.956989247311846,55.37634408602149,54.17426326236534
Supra Clutch,Quadfire™,Propulsion XRT Hybrid,5500 LSP,15,2.55,.043,,9000,80,90,54,61.1827956989247,57.15053763440863,55.0084546919351
Supra Clutch,Quadfire™,Propulsion XRT Hybrid,5500 LSP,16,2.54,.040,,9000,80,90,54,59.67176004527449,57.60894170911148,58.96600790552473
Hyper Venom,Gear™ Symmetrical,Propulsion MXR Pearl,5500 LSP,12,2.65,.016,,9000,76,81,48,81.29315223542726,27.566496887379753,35.674189109526615
Hyper Venom,Gear™ Symmetrical,Propulsion MXR Pearl,5500 LSP,13,2.58,.023,,9000,76,81,48,68.25976230899832,43.05602716468589,43.0289114409005
Hyper Venom,Gear™ Symmetrical,Propulsion MXR Pearl,5500 LSP,14,2.52,.029,,9000,76,81,48,57.08828522920204,56.3327674023769,50.9324393721914
Hyper Venom,Gear™ Symmetrical,Propulsion MXR Pearl,5500 LSP,15,2.48,.034,,9000,76,81,48,49.55291454442558,65.62252405206564,57.55101127232389
Hyper Venom,Gear™ Symmetrical,Propulsion MXR Pearl,5500 LSP,16,2.48,.031,,9000,76,81,48,49.816072439162426,64.30673457838144,56.11225328345515
Shadow Tank,Flux™ Symmetric,Frixion M7 Pearl MCP,1000 LSS,14,2.57,.018,,1000,37,35,36,47.78743604569728,38.80989241570428,46.50425590843252
Shadow Tank,Flux™ Symmetric,Frixion M7 Pearl MCP,1000 LSS,15,2.57,.015,,1000,37,35,36,48.05059394043411,37.49410294202007,45.00152063640224
Shadow Tank,Flux™ Symmetric,Frixion M7 Pearl MCP,1000 LSS,16,2.57,.013,,1000,37,35,36,48.226032536925345,36.616909959563934,43.98769345223255
Max Thrill Solid,Halogen™,Turmoil XP3 Solid,5000 LSS,12,2.64,.031,,5000,62,70,46,70.16450903282228,34.31190576808112,48.16443334340447
Max Thrill Solid,Halogen™,Turmoil XP3 Solid,5000 LSS,13,2.59,.038,,5000,62,70,46,60.67950620316745,46.25304894861314,55.59985752812907
Max Thrill Solid,Halogen™,Turmoil XP3 Solid,5000 LSS,14,2.56,.038,,5000,62,70,46,55.356925558006196,51.575629593774394,57.74066594728687
Max Thrill Solid,Halogen™,Turmoil XP3 Solid,5000 LSS,15,2.55,.037,,5000,62,70,46,53.67045130786467,52.911226650933465,57.68277411305592
Max Thrill Solid,Halogen™,Turmoil XP3 Solid,5000 LSS,16,2.54,.036,,5000,62,70,46,51.98397705772323,54.24682370809244,57.71102181371651
Max Thrill Hybrid,Halogen™,Turmoil XP3 Hybrid,5500 LSP,12,2.64,.031,,9000,70,76,45,78.203169213356,35.919637804187865,42.8935374210635
Max Thrill Hybrid,Halogen™,Turmoil XP3 Hybrid,5500 LSP,13,2.59,.038,,9000,70,76,45,68.71816638370117,47.86078098471988,50.738892173707214
Max Thrill Hybrid,Halogen™,Turmoil XP3 Hybrid,5500 LSP,14,2.56,.038,,9000,70,76,45,63.39558573853992,53.18336162988114,53.13800509348661
Max Thrill Hybrid,Halogen™,Turmoil XP3 Hybrid,5500 LSP,15,2.55,.037,,9000,70,76,45,61.709111488398385,54.51895868704021,53.145262242909
Max Thrill Hybrid,Halogen™,Turmoil XP3 Hybrid,5500 LSP,16,2.54,.036,,9000,70,76,45,60.02263723825695,55.85455574419919,53.24800959478452
Max Thrill Pearl,Halogen™,Turmoil XP3 Pearl,5500 LSP,12,2.64,.031,,9000,80,82,44,78.203169213356,35.919637804187865,42.8935374210635
Max Thrill Pearl,Halogen™,Turmoil XP3 Pearl,5500 LSP,13,2.59,.038,,9000,80,82,44,68.71816638370117,47.86078098471988,50.738892173707214
Max Thrill Pearl,Halogen™,Turmoil XP3 Pearl,5500 LSP,14,2.56,.038,,9000,80,82,44,63.39558573853992,53.18336162988114,53.13800509348661
Max Thrill Pearl,Halogen™,Turmoil XP3 Pearl,5500 LSP,15,2.55,.037,,9000,80,82,44,61.709111488398385,54.51895868704021,53.145262242909
Max Thrill Pearl,Halogen™,Turmoil XP3 Pearl,5500 LSP,16,2.54,.036,,9000,80,82,44,60.02263723825695,55.85455574419919,53.24800959478452
Ascend - Green/Teal/Black,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,12,2.72,.015,,9000,80,70,35,93.80022637238261,14.708545557441955,30.20597193577272
Ascend - Green/Teal/Black,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,13,2.65,.017,,9000,80,70,35,81.20543293718164,28.005093378607825,36.09804873132171
Ascend - Green/Teal/Black,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,14,2.60,.024,,9000,80,70,35,71.7204301075269,39.94623655913976,41.70376698740957
Ascend - Green/Teal/Black,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,15,2.59,.023,,9000,80,70,35,70.03395585738538,41.281833616298826,42.12390343171591
Ascend - Navy/Teal/Yellow,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,12,2.72,.015,,9000,80,70,35,93.80022637238261,14.708545557441955,30.20597193577272
Ascend - Navy/Teal/Yellow,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,13,2.65,.017,,9000,80,70,35,81.20543293718164,28.005093378607825,36.09804873132171
Ascend - Navy/Teal/Yellow,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,14,2.60,.024,,9000,80,70,35,71.7204301075269,39.94623655913976,41.70376698740957
Ascend - Navy/Teal/Yellow,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,15,2.59,.023,,9000,80,70,35,70.03395585738538,41.281833616298826,42.12390343171591
Ascend - Dark Purple/Purple/Blue,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,12,2.72,.015,,9000,80,70,35,93.80022637238261,14.708545557441955,30.20597193577272
Ascend - Dark Purple/Purple/Blue,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,13,2.65,.017,,9000,80,70,35,81.20543293718164,28.005093378607825,36.09804873132171
Ascend - Dark Purple/Purple/Blue,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,14,2.60,.024,,9000,80,70,35,71.7204301075269,39.94623655913976,41.70376698740957
Ascend - Dark Purple/Purple/Blue,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,15,2.59,.023,,9000,80,70,35,70.03395585738538,41.281833616298826,42.12390343171591
Ascend - Red/Black/Tangerine,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,12,2.72,.015,,9000,80,70,35,93.80022637238261,14.708545557441955,30.20597193577272
Ascend - Red/Black/Tangerine,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,13,2.65,.017,,9000,80,70,35,81.20543293718164,28.005093378607825,36.09804873132171
Ascend - Red/Black/Tangerine,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,14,2.60,.024,,9000,80,70,35,71.7204301075269,39.94623655913976,41.70376698740957
Ascend - Red/Black/Tangerine,Flux™ V2 Symmetric,Vitality Pearl,5500 LSP,15,2.59,.023,,9000,80,70,35,70.03395585738538,41.281833616298826,42.12390343171591
Primal Rage Evolution,Impulse™ V2,Propulsion FYJ Pearl,5500 LSP,12,2.67,.040,,9000,72,87,64,82.73627617430672,34.54442558007924,48.92232873913246
Primal Rage Evolution,Impulse™ V2,Propulsion FYJ Pearl,5500 LSP,13,2.60,.055,,9000,72,87,64,69.00113186191287,53.54272778720994,58.3627448818044
Primal Rage Evolution,Impulse™ V2,Propulsion FYJ Pearl,5500 LSP,14,2.56,.054,,9000,72,87,64,61.99207696661009,60.200905489530264,60.82029561880446
Primal Rage Evolution,Impulse™ V2,Propulsion FYJ Pearl,5500 LSP,15,2.55,.050,,9000,72,87,64,60.568760611205406,60.22071307300513,59.4973584866109
Primal Rage Evolution,Impulse™ V2,Propulsion FYJ Pearl,5500 LSP,16,2.54,.049,,9000,72,87,64,58.88228636106396,61.55631013016411,59.80383961858319
Crimson Jackal,Predator™ V2 Asymmetric,Propulsion HV+ Pearl,5000 LSS,12,2.64,.030,.010,5000,75,88,75,66.19817427701383,37.927363330907106,50.45705309404494
Crimson Jackal,Predator™ V2 Asymmetric,Propulsion HV+ Pearl,5000 LSS,13,2.57,.040,.011,5000,75,88,75,52.496221050442564,55.13808848730294,64.21819998976963
Crimson Jackal,Predator™ V2 Asymmetric,Propulsion HV+ Pearl,5000 LSS,14,2.51,.049,.014,5000,75,88,75,39.84536985969323,70.94683441489437,69.41868479438678
Crimson Jackal,Predator™ V2 Asymmetric,Propulsion HV+ Pearl,5000 LSS,15,2.47,.054,.015,5000,75,88,75,31.904593769511443,80.64199646998844,74.36296526369159
Crimson Jackal,Predator™ V2 Asymmetric,Propulsion HV+ Pearl,5000 LSS,16,2.48,.047,.013,5000,75,88,75,35.10363321642861,74.98681667219408,69.70340346047227
Pride Liberty,Dominion™ Asymmetric,Dynamic Propulsion Hybrid,4000 LSS,12,2.63,.028,.007,4000,66,75,68,63.49289581877901,37.14359973611086,49.90522684610168
Pride Liberty,Dominion™ Asymmetric,Dynamic Propulsion Hybrid,4000 LSS,13,2.56,.039,.009,4000,66,75,68,49.29781788855681,55.19832678914008,61.98630479909458
Pride Liberty,Dominion™ Asymmetric,Dynamic Propulsion Hybrid,4000 LSS,14,2.52,.043,.011,4000,66,75,68,41.03935569121514,64.86029775841158,65.05974039082128
Pride Liberty,Dominion™ Asymmetric,Dynamic Propulsion Hybrid,4000 LSS,15,2.50,.042,.010,4000,66,75,68,37.98409329809196,67.5646829585523,64.97446493186852
Pride Liberty,Dominion™ Asymmetric,Dynamic Propulsion Hybrid,4000 LSS,16,2.49,.041,.010,4000,66,75,68,36.29761904795052,68.90028001571127,62.19110125404451
Evoke,Overload™ Asymmetrical,Leverage MXC Solid,2000 LSS,12,2.64,.025,.008,2000,60,72,75,59.75069405916607,33.38419255997861,48.362784604441885
Evoke,Overload™ Asymmetrical,Leverage MXC Solid,2000 LSS,13,2.57,.035,.012,2000,60,72,75,44.83252461637858,51.811133932590664,59.17756595819135
Evoke,Overload™ Asymmetrical,Leverage MXC Solid,2000 LSS,14,2.51,.045,.015,2000,60,72,75,32.09395412738364,68.05847635141016,68.51087867241914
Evoke,Overload™ Asymmetrical,Leverage MXC Solid,2000 LSS,15,2.48,.050,.015,2000,60,72,75,26.33277699099431,75.57403945271177,72.60806206839158
Evoke,Overload™ Asymmetrical,Leverage MXC Solid,2000 LSS,16,2.48,.045,.015,2000,60,72,75,26.77137348222238,73.38105699657142,70.46654428053814
Jackal EXJ,Predator™ V2 Asymmetric,Propulsion HVH,4000 LSS,12,2.64,.030,.010,4000,70,78,80,63.87543455445871,37.46281538639608,51.29605605855815
Jackal EXJ,Predator™ V2 Asymmetric,Propulsion HVH,4000 LSS,13,2.57,.040,.011,4000,70,78,80,50.17348132788743,54.67354054279191,64.92731893664303
Jackal EXJ,Predator™ V2 Asymmetric,Propulsion HVH,4000 LSS,14,2.51,.049,.014,4000,70,78,80,37.5226301371381,70.48228647038334,69.99000064979393
Jackal EXJ,Predator™ V2 Asymmetric,Propulsion HVH,4000 LSS,15,2.47,.054,.015,4000,70,78,80,29.58185404695631,80.17744852547742,74.85087464683055
Jackal EXJ,Predator™ V2 Asymmetric,Propulsion HVH,4000 LSS,16,2.48,.047,.013,4000,70,78,80,32.780893493873485,74.52226872768306,70.27832488573347
Raptor Rush,Affliction™ V2 Symmetric,Propulsion FYJ Pearl,5000 LSS,12,2.64,.029,,5000,76,90,74,70.3399476293135,33.43471278562498,47.20516576185511
Raptor Rush,Affliction™ V2 Symmetric,Propulsion FYJ Pearl,5000 LSS,13,2.57,.040,,5000,76,90,74,56.955680509902024,50.67862902784348,61.15759620067924
Raptor Rush,Affliction™ V2 Symmetric,Propulsion FYJ Pearl,5000 LSS,14,2.50,.053,,5000,76,90,74,43.39597479399939,68.79973825251803,67.69223719452702
Raptor Rush,Affliction™ V2 Symmetric,Propulsion FYJ Pearl,5000 LSS,15,2.48,.055,,5000,76,90,74,39.67214910073397,73.22531833174837,69.52613750103973
Raptor Rush,Affliction™ V2 Symmetric,Propulsion FYJ Pearl,5000 LSS,16,2.48,.053,,5000,76,90,74,39.847587697225194,72.34812534929223,68.67648424133523
Primal Shock,Impulse™ V2 Symmetric,Turmoil MFS Solid,4000 LSS,12,2.67,.040,,4000,68,82,70,72.37487627121787,32.47214559946147,54.46405203366217
Primal Shock,Impulse™ V2 Symmetric,Turmoil MFS Solid,4000 LSS,13,2.60,.055,,4000,68,82,70,58.63973195882402,51.47044780659217,63.09027570354442
Primal Shock,Impulse™ V2 Symmetric,Turmoil MFS Solid,4000 LSS,14,2.56,.054,,4000,68,82,70,51.63067706352124,58.12862550891249,65.26128953415012
Primal Shock,Impulse™ V2 Symmetric,Turmoil MFS Solid,4000 LSS,15,2.55,.050,,4000,68,82,70,50.20736070811656,58.14843309238735,64.03698343383856
Primal Shock,Impulse™ V2 Symmetric,Turmoil MFS Solid,4000 LSS,16,2.54,.049,,4000,68,82,70,48.52088645797511,59.484030149546335,64.2789416560466
Nuclear Forge,Detonator™ Symmetrical,Propulsion HVP Pearl,5000 LSS,12,2.62,.032,,5000,72,89,70,66.52840263780247,38.298889356083386,49.737703628476595
Nuclear Forge,Detonator™ Symmetrical,Propulsion HVP Pearl,5000 LSS,13,2.55,.045,,5000,72,89,70,52.968696921899756,56.41999858075802,60.67414600860247
Nuclear Forge,Detonator™ Symmetrical,Propulsion HVP Pearl,5000 LSS,14,2.49,.054,,5000,72,89,70,41.534061947366716,71.01252829213317,68.53235909529887
Nuclear Forge,Detonator™ Symmetrical,Propulsion HVP Pearl,5000 LSS,15,2.47,.055,,5000,72,89,70,37.897955552346914,74.99951188013543,70.25452746090379
Nuclear Forge,Detonator™ Symmetrical,Propulsion HVP Pearl,5000 LSS,16,2.47,.054,,5000,72,89,70,37.985674850592524,74.56091538890736,69.82799167315609
Silver Sniper,Hollow Point,TruShot Polythane,5500 LSP,14,2.69,.014,,90000,0,0,0,0,0,0
Silver Sniper,Hollow Point,TruShot Polythane,5500 LSP,15,2.68,.010,,90000,0,0,0,0,0,0
Silver Sniper,Hollow Point,TruShot Polythane,5500 LSP,16,2.67,.010,,90000,0,0,0,0,0,0
Supra GT,Quadfire™ V2,Propulsion XRT Pearl,5500 LSP,12,2.64,.040,,9000,78,83,47,77.41369552914547,39.867006225240495,51.11504276718464
Supra GT,Quadfire™ V2,Propulsion XRT Pearl,5500 LSP,13,2.61,.040,,9000,78,83,47,72.09111488398413,45.189586870401826,53.38801343340507
Supra GT,Quadfire™ V2,Propulsion XRT Pearl,5500 LSP,14,2.59,.040,,9000,78,83,47,68.54272778720994,48.737973967176025,54.95276322751217
Supra GT,Quadfire™ V2,Propulsion XRT Pearl,5500 LSP,15,2.57,.040,,9000,78,83,47,64.99434069043575,52.286361063950224,56.54400525535922
Supra GT,Quadfire™ V2,Propulsion XRT Pearl,5500 LSP,16,2.56,.040,,9000,78,83,47,63.22014714204869,54.060554612337285,57.34700935190167
Tank Rampage Pearl,Gear™ V2 Symmetrical,Frixion M6 Pearl MCP,1000 LSS,14,2.56,.020,,1000,40,38,34,45.83780390081899,41.46127894654749,48.174793092131296
Tank Rampage Pearl,Gear™ V2 Symmetrical,Frixion M6 Pearl MCP,1000 LSS,15,2.55,.020,,1000,40,38,34,44.06361035243185,43.235472494934626,48.779779674755346
Tank Rampage Pearl,Gear™ V2 Symmetrical,Frixion M6 Pearl MCP,1000 LSS,16,2.54,.020,,1000,40,38,34,42.28941680404479,45.00966604332168,49.40816819435899
